Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Total_EMI_per_month,Credit_History_Age_Months,Credit_Score_Encoded,Credit_Mix_Encoded,Total_Num_Accounts,Debt_Per_Account,Debt_to_Income_Ratio,Delayed_Payments_Per_Account
33751.27,5,5,20,3,16,20,11.0,8.0,1328.93,65.00817428651536,235,1.0,1.0,10,132.893,0.0393742220663104,2.0
33751.27,5,5,20,3,16,17,11.0,8.0,1328.93,65.00817428651536,0,1.0,1.0,10,132.893,0.0393742220663104,1.7
88640.24,3,6,1,2,4,0,3.51,3.0,950.36,135.17337097171767,307,1.0,2.0,9,105.59555555555556,0.010721541367667776,0.0
88640.24,3,6,1,2,4,2,3.51,3.0,950.36,135.17337097171767,308,1.0,2.0,9,105.59555555555556,0.010721541367667776,0.2222222222222222
88640.24,3,6,1,2,4,2,3.51,3.0,950.36,135.17337097171767,309,2.0,2.0,9,105.59555555555556,0.010721541367667776,0.2222222222222222
88640.24,3,6,1,2,4,0,3.51,3.0,950.36,135.17337097171767,310,2.0,2.0,9,105.59555555555556,0.010721541367667776,0.0
54392.16,6,4,14,3,10,8,5.54,3.0,179.22,124.39208242092045,322,1.0,1.0,10,17.922,0.0032949601560224853,0.8
54392.16,6,4,14,3,10,10,4.54,3.0,179.22,124.39208242092045,323,1.0,1.0,10,17.922,0.0032949601560224853,1.0
54392.16,6,4,14,3,10,7,0.54,3.0,179.22,124.39208242092045,325,1.0,1.0,10,17.922,0.0032949601560224853,0.7
54392.16,6,4,14,3,10,8,11.54,3.0,179.22,124.39208242092045,326,1.0,1.0,10,17.922,0.0032949601560224853,0.8
54392.16,6,4,14,3,10,8,5.54,7.0,179.22,124.39208242092045,328,1.0,1.0,10,17.922,0.0032949601560224853,0.8
54392.16,6,4,14,3,10,8,5.54,7.0,179.22,124.39208242092045,329,1.0,1.0,10,17.922,0.0032949601560224853,0.8
25546.26,8,7,14,5,16,14,7.83,5.0,758.44,101.3286373638512,218,1.0,1.0,15,50.56266666666667,0.029688885966086626,0.9333333333333333
25546.26,8,7,14,5,16,10,7.83,5.0,758.44,101.3286373638512,220,1.0,1.0,15,50.56266666666667,0.029688885966086626,0.6666666666666666
25546.26,8,7,14,5,16,14,10.83,5.0,758.44,101.3286373638512,224,1.0,1.0,15,50.56266666666667,0.029688885966086626,0.9333333333333333
25546.26,8,7,14,5,15,13,7.83,5.0,758.44,101.3286373638512,225,1.0,1.0,15,50.56266666666667,0.029688885966086626,0.8666666666666667
31993.78,6,6,7,2,8,14,6.28,0.0,818.22,45.14129822463578,202,1.0,1.0,12,68.185,0.025574346013506378,1.1666666666666667
31993.78,6,6,7,2,12,14,6.28,0.0,818.22,45.14129822463578,203,1.0,1.0,12,68.185,0.025574346013506378,1.1666666666666667
31993.78,6,6,7,2,8,14,6.28,1.0,818.22,45.14129822463578,206,1.0,1.0,12,68.185,0.025574346013506378,1.1666666666666667
31993.78,6,6,7,2,8,14,6.28,1.0,818.22,45.14129822463578,207,1.0,1.0,12,68.185,0.025574346013506378,1.1666666666666667
31993.78,6,6,7,2,8,16,6.28,1.0,818.22,45.14129822463578,209,1.0,1.0,12,68.185,0.025574346013506378,1.3333333333333333
92047.08,6,7,16,0,16,11,9.13,4.0,1296.64,0.0,351,1.0,1.0,13,99.74153846153847,0.014086704325655959,0.8461538461538461
92047.08,6,7,16,0,16,11,9.13,4.0,1296.64,0.0,0,0.0,1.0,13,99.74153846153847,0.014086704325655959,0.8461538461538461
92047.08,6,7,16,0,16,8,9.13,4.0,1296.64,0.0,354,0.0,1.0,13,99.74153846153847,0.014086704325655959,0.6153846153846154
92047.08,6,7,16,0,16,13,13.13,4.0,1296.64,0.0,0,0.0,1.0,13,99.74153846153847,0.014086704325655959,1.0
92047.08,6,7,16,0,16,11,9.13,4.0,1296.64,0.0,357,0.0,1.0,13,99.74153846153847,0.014086704325655959,0.8461538461538461
32284.62,6,7,17,6,11,12,9.22,8.0,1283.37,103.03756035536594,77,1.0,1.0,13,98.72076923076922,0.039751745568013495,0.9230769230769231
32284.62,6,7,17,6,11,12,9.22,8.0,1283.37,103.03756035536594,78,1.0,1.0,13,98.72076923076922,0.039751745568013495,0.9230769230769231
32284.62,6,7,17,6,10,12,9.22,8.0,1283.37,103.03756035536594,79,1.0,1.0,13,98.72076923076922,0.039751745568013495,0.9230769230769231
32284.62,6,7,17,6,11,12,9.22,8.0,1283.37,103.03756035536594,80,1.0,1.0,13,98.72076923076922,0.039751745568013495,0.9230769230769231
32284.62,6,7,17,6,11,12,8.22,10.0,1283.37,103.03756035536594,82,1.0,1.0,13,98.72076923076922,0.039751745568013495,0.9230769230769231
32284.62,6,7,17,6,7,0,9.22,10.0,1283.37,103.03756035536594,83,1.0,1.0,13,98.72076923076922,0.039751745568013495,0.0
32284.62,6,7,17,6,13,12,2.2200000000000006,10.0,1283.37,103.03756035536594,84,1.0,1.0,13,98.72076923076922,0.039751745568013495,0.9230769230769231
97791.42,6,6,12,0,18,8,17.92,1.0,107.41,0.0,326,1.0,1.0,12,8.950833333333334,0.0010983581177162578,0.6666666666666666
19514.88,7,5,17,0,30,12,4.17,2.0,881.4,0.0,233,1.0,1.0,12,73.45,0.0451655352223534,1.0
19514.88,7,5,17,0,30,0,4.17,2.0,881.4,0.0,235,0.0,1.0,12,73.45,0.0451655352223534,0.0
19514.88,7,5,17,0,30,15,4.17,2.0,881.4,0.0,237,0.0,1.0,12,73.45,0.0451655352223534,1.25
12600.445,5,5,10,3,25,16,15.79,7.0,569.8,26.060347529205966,149,1.0,1.0,10,56.98,0.04522062514458815,1.6
12600.445,5,5,10,3,20,19,15.79,7.0,569.8,26.060347529205966,151,0.0,1.0,10,56.98,0.04522062514458815,1.9
12600.445,5,5,10,3,25,19,15.79,7.0,569.8,26.060347529205966,152,0.0,1.0,10,56.98,0.04522062514458815,1.9
12600.445,5,5,10,3,25,20,21.79,7.0,569.8,26.060347529205966,0,0.0,1.0,10,56.98,0.04522062514458815,2.0
12600.445,5,5,10,3,25,19,15.79,11.0,569.8,26.060347529205966,154,0.0,1.0,10,56.98,0.04522062514458815,1.9
20787.69,8,6,14,3,22,14,1.13,3.0,614.6,42.22199265643221,214,1.0,1.0,14,43.9,0.029565574626136914,1.0
20787.69,8,6,14,3,22,12,1.13,3.0,614.6,42.22199265643221,217,1.0,1.0,14,43.9,0.029565574626136914,0.8571428571428571
20787.69,8,6,14,3,23,14,1.13,3.0,614.6,42.22199265643221,0,1.0,1.0,14,43.9,0.029565574626136914,1.0
43070.24,3,3,18,1,11,8,8.97,4.0,1233.1,30.57608482316153,230,1.0,1.0,6,205.51666666666665,0.028629977450787363,1.3333333333333333
43070.24,3,3,18,1,13,8,14.97,4.0,1233.1,30.57608482316153,231,1.0,1.0,6,205.51666666666665,0.028629977450787363,1.3333333333333333
43070.24,3,3,18,1,15,8,12.97,4.0,1233.1,30.57608482316153,232,1.0,1.0,6,205.51666666666665,0.028629977450787363,1.3333333333333333
43070.24,3,3,18,1,10,8,8.97,8.0,1233.1,30.57608482316153,234,1.0,1.0,6,205.51666666666665,0.028629977450787363,1.3333333333333333
43070.24,3,3,18,1,8,8,4.9700000000000015,8.0,1233.1,30.57608482316153,235,1.0,1.0,6,205.51666666666665,0.028629977450787363,1.3333333333333333
43070.24,3,3,18,1,11,8,8.97,8.0,1233.1,30.57608482316153,236,1.0,1.0,6,205.51666666666665,0.028629977450787363,1.3333333333333333
28572.39,6,3,15,3,25,12,4.89,2.0,400.07,69.60292048199007,367,1.0,1.0,9,44.45222222222222,0.014001978833412256,1.3333333333333333
28572.39,6,3,15,3,25,13,4.89,2.0,400.07,69.60292048199007,0,1.0,1.0,9,44.45222222222222,0.014001978833412256,1.4444444444444444
20186.02,1,5,1,2,4,3,6.83,4.0,413.32,29.534583720496048,221,2.0,2.0,6,68.88666666666667,0.020475556845777423,0.5
20186.02,1,5,1,2,5,6,6.83,4.0,413.32,29.534583720496048,0,1.0,2.0,6,68.88666666666667,0.020475556845777423,1.0
12986.745,4,3,10,2,29,17,11.8,7.0,1489.49,16.719300227776053,105,1.0,1.0,7,212.78428571428572,0.11469309669205023,2.4285714285714284
12986.745,4,3,10,2,30,20,11.8,7.0,1489.49,16.719300227776053,106,1.0,1.0,7,212.78428571428572,0.11469309669205023,2.857142857142857
12986.745,4,3,10,2,30,18,16.8,7.0,1489.49,16.719300227776053,108,1.0,1.0,7,212.78428571428572,0.11469309669205023,2.5714285714285716
12986.745,4,3,10,2,30,17,11.8,7.0,1489.49,16.719300227776053,109,1.0,1.0,7,212.78428571428572,0.11469309669205023,2.4285714285714284
12986.745,4,3,10,2,28,17,11.8,7.0,1489.49,16.719300227776053,111,1.0,1.0,7,212.78428571428572,0.11469309669205023,2.4285714285714284
58317.0,8,5,9,6,18,20,16.58,6.0,98.97,149.89719942100822,158,1.0,1.0,13,7.613076923076923,0.0016971037604815063,1.5384615384615385
58317.0,8,5,9,6,18,0,16.58,10.0,98.97,149.89719942100822,162,1.0,1.0,13,7.613076923076923,0.0016971037604815063,0.0
58317.0,8,5,9,6,18,20,21.58,10.0,98.97,149.89719942100822,163,1.0,1.0,13,7.613076923076923,0.0016971037604815063,1.5384615384615385
58317.0,8,5,9,6,22,0,16.58,10.0,98.97,149.89719942100822,164,1.0,1.0,13,7.613076923076923,0.0016971037604815063,0.0
42171.98,2,7,10,3,4,10,9.58,4.0,556.91,102.7629131170904,257,1.0,2.0,9,61.87888888888889,0.013205687757605878,1.1111111111111112
42171.98,2,7,10,3,4,8,2.58,4.0,556.91,102.7629131170904,258,1.0,2.0,9,61.87888888888889,0.013205687757605878,0.8888888888888888
42171.98,2,7,10,3,2,10,2.58,4.0,556.91,102.7629131170904,260,2.0,2.0,9,61.87888888888889,0.013205687757605878,1.1111111111111112
42171.98,2,7,10,3,4,10,2.58,4.0,556.91,102.7629131170904,0,2.0,2.0,9,61.87888888888889,0.013205687757605878,1.1111111111111112
42171.98,2,7,10,3,4,10,2.58,4.0,556.91,102.7629131170904,264,1.0,2.0,9,61.87888888888889,0.013205687757605878,1.1111111111111112
71681.4,3,6,15,1,8,6,10.44,0.0,1293.02,53.92351397165268,308,1.0,1.0,9,143.6688888888889,0.01803843116903409,0.6666666666666666
71681.4,3,6,15,1,8,10,10.44,0.0,1293.02,53.92351397165268,309,1.0,1.0,9,143.6688888888889,0.01803843116903409,1.1111111111111112
71681.4,3,6,15,1,4,8,10.44,0.0,1293.02,53.92351397165268,310,2.0,1.0,9,143.6688888888889,0.01803843116903409,0.8888888888888888
71681.4,3,6,15,1,5,6,10.44,0.0,1293.02,53.92351397165268,312,2.0,1.0,9,143.6688888888889,0.01803843116903409,0.6666666666666666
71681.4,3,6,15,1,8,8,10.44,0.0,1293.02,53.92351397165268,314,2.0,1.0,9,143.6688888888889,0.01803843116903409,0.8888888888888888
66567.32,5,7,5,2,7,0,5.67,0.0,233.79,100.18936089086122,292,1.0,1.0,12,19.482499999999998,0.00351208370714038,0.0
66567.32,5,7,5,2,7,12,5.67,0.0,233.79,100.18936089086122,293,1.0,1.0,12,19.482499999999998,0.00351208370714038,1.0
66567.32,5,7,5,2,7,0,4.67,0.0,233.79,100.18936089086122,294,1.0,1.0,12,19.482499999999998,0.00351208370714038,0.0
66567.32,5,7,5,2,7,15,5.67,0.0,233.79,100.18936089086122,296,1.0,1.0,12,19.482499999999998,0.00351208370714038,1.25
66567.32,5,7,5,2,7,15,5.67,0.0,233.79,100.18936089086122,297,1.0,1.0,12,19.482499999999998,0.00351208370714038,1.25
12909.895,5,5,13,0,22,14,7.58,1.0,602.5,0.0,205,1.0,1.0,10,60.25,0.04666962821928451,1.4
12909.895,5,5,13,0,22,14,7.58,1.0,602.5,0.0,206,1.0,1.0,10,60.25,0.04666962821928451,1.4
12909.895,5,5,13,0,20,14,7.58,1.0,602.5,0.0,207,1.0,1.0,10,60.25,0.04666962821928451,1.4
12909.895,5,5,13,0,22,15,7.58,1.0,602.5,0.0,208,1.0,1.0,10,60.25,0.04666962821928451,1.5
12909.895,5,5,13,0,22,16,7.58,3.0,602.5,0.0,211,1.0,1.0,10,60.25,0.04666962821928451,1.6
20574.47,6,3,14,4,6,0,13.74,6.0,749.95,49.348666321498655,131,1.0,1.0,9,83.32777777777778,0.03645051367058301,0.0
20574.47,6,3,14,4,6,10,13.74,6.0,749.95,49.348666321498655,132,1.0,1.0,9,83.32777777777778,0.03645051367058301,1.1111111111111112
20574.47,6,3,14,4,6,10,6.74,11.0,749.95,49.348666321498655,136,1.0,1.0,9,83.32777777777778,0.03645051367058301,1.1111111111111112
20574.47,6,3,14,4,1,7,13.74,11.0,749.95,49.348666321498655,137,1.0,1.0,9,83.32777777777778,0.03645051367058301,0.7777777777777778
85554.03,4,2,3,0,12,7,6.43,3.0,1095.73,0.0,235,2.0,2.0,6,182.62166666666667,0.012807462138253452,1.1666666666666667
85554.03,4,2,3,0,12,7,6.43,3.0,1095.73,0.0,240,2.0,2.0,6,182.62166666666667,0.012807462138253452,1.1666666666666667
87215.68,2,6,8,2,2,0,10.98,0.0,680.77,121.68201673654264,248,2.0,2.0,8,85.09625,0.007805591838531787,0.0
87215.68,2,6,8,2,3,0,0.0,0.0,680.77,121.68201673654264,250,2.0,2.0,8,85.09625,0.007805591838531787,0.0
87215.68,2,6,8,2,2,5,10.98,0.0,680.77,121.68201673654264,252,2.0,2.0,8,85.09625,0.007805591838531787,0.625
87215.68,2,6,8,2,2,5,10.98,0.0,680.77,121.68201673654264,254,2.0,2.0,8,85.09625,0.007805591838531787,0.625
95956.5,8,4,11,2,23,10,11.94,2.0,1079.73,95.5216287821567,380,1.0,1.0,12,89.9775,0.011252286192180832,0.8333333333333334
95956.5,8,4,11,2,28,0,13.94,2.0,1079.73,95.5216287821567,382,2.0,1.0,12,89.9775,0.011252286192180832,0.0
95956.5,8,4,11,2,22,13,11.94,2.0,1079.73,95.5216287821567,383,1.0,1.0,12,89.9775,0.011252286192180832,1.0833333333333333
95956.5,8,4,11,2,23,0,11.94,2.0,1079.73,95.5216287821567,384,2.0,1.0,12,89.9775,0.011252286192180832,0.0
95956.5,8,4,11,2,23,10,11.94,2.0,1079.73,95.5216287821567,385,2.0,1.0,12,89.9775,0.011252286192180832,0.8333333333333334
95956.5,8,4,11,2,23,0,11.94,2.0,1079.73,95.5216287821567,386,2.0,1.0,12,89.9775,0.011252286192180832,0.0
123732.32,4,3,11,0,15,8,11.92,3.0,1154.46,0.0,327,2.0,2.0,7,164.92285714285714,0.009330302705065257,1.1428571428571428
123732.32,4,3,11,0,15,8,12.92,3.0,1154.46,0.0,329,1.0,2.0,7,164.92285714285714,0.009330302705065257,1.1428571428571428
123732.32,4,3,11,0,15,0,11.92,3.0,1154.46,0.0,331,1.0,2.0,7,164.92285714285714,0.009330302705065257,0.0
36822.29,8,7,6,4,14,19,5.79,4.0,125.25,95.8007129241996,297,1.0,1.0,15,8.35,0.0034014723147311045,1.2666666666666666
36822.29,8,7,6,4,14,19,5.79,5.0,125.25,95.8007129241996,299,2.0,1.0,15,8.35,0.0034014723147311045,1.2666666666666666
36822.29,8,7,6,4,15,19,5.79,5.0,125.25,95.8007129241996,303,2.0,1.0,15,8.35,0.0034014723147311045,1.2666666666666666
80108.31,5,3,17,0,25,16,14.22,1.0,997.28,0.0,213,1.0,1.0,8,124.66,0.012449145413253631,2.0
80108.31,5,3,17,0,25,19,14.22,4.0,997.28,0.0,217,1.0,1.0,8,124.66,0.012449145413253631,2.375
118248.6,5,1,4,0,13,10,3.69,4.0,191.09,0.0,205,2.0,2.0,6,31.848333333333333,0.001616002219053756,1.6666666666666667
118248.6,5,1,4,0,13,7,3.69,4.0,191.09,0.0,208,2.0,2.0,6,31.848333333333333,0.001616002219053756,1.1666666666666667
118248.6,5,1,4,0,13,10,3.69,8.0,191.09,0.0,209,1.0,2.0,6,31.848333333333333,0.001616002219053756,1.6666666666666667
118248.6,5,1,4,0,13,0,4.69,8.0,191.09,0.0,211,2.0,2.0,6,31.848333333333333,0.001616002219053756,0.0
118248.6,5,1,4,0,18,13,3.69,8.0,191.09,0.0,212,2.0,2.0,6,31.848333333333333,0.001616002219053756,2.1666666666666665
30390.44,5,6,5,4,19,23,8.36,4.0,580.31,64.84803820501804,292,1.0,1.0,11,52.75545454545454,0.01909514965890589,2.090909090909091
30390.44,5,6,5,4,19,18,8.36,4.0,580.31,64.84803820501804,293,1.0,1.0,11,52.75545454545454,0.01909514965890589,1.6363636363636365
30390.44,5,6,5,4,19,17,8.36,4.0,580.31,64.84803820501804,294,1.0,1.0,11,52.75545454545454,0.01909514965890589,1.5454545454545454
30390.44,5,6,5,4,16,20,8.36,4.0,580.31,64.84803820501804,296,1.0,1.0,11,52.75545454545454,0.01909514965890589,1.8181818181818181
30390.44,5,6,5,4,19,20,8.36,4.0,580.31,64.84803820501804,0,1.0,1.0,11,52.75545454545454,0.01909514965890589,1.8181818181818181
144546.72,0,3,7,2,15,0,6.08,1.0,1045.11,136.9885566187904,276,1.0,2.0,3,348.36999999999995,0.0072302574558592535,0.0
144546.72,0,3,7,2,15,8,12.08,1.0,1045.11,136.9885566187904,0,1.0,2.0,3,348.36999999999995,0.0072302574558592535,2.6666666666666665
30346.35,5,4,14,7,27,9,18.8,5.0,523.56,96.72128021256924,100,1.0,1.0,9,58.173333333333325,0.01725281623654904,1.0
30346.35,5,4,14,7,29,9,18.8,5.0,523.56,96.72128021256924,101,1.0,1.0,9,58.173333333333325,0.01725281623654904,1.0
30346.35,5,4,14,7,29,6,18.8,5.0,523.56,96.72128021256924,107,1.0,1.0,9,58.173333333333325,0.01725281623654904,0.6666666666666666
18681.465,2,3,9,2,6,8,7.9,3.0,327.88,24.8214249786604,371,2.0,2.0,5,65.576,0.017551086063111218,1.6
18681.465,2,3,9,2,6,0,3.9,3.0,327.88,24.8214249786604,372,1.0,2.0,5,65.576,0.017551086063111218,0.0
18681.465,2,3,9,2,6,8,3.9,3.0,327.88,24.8214249786604,374,2.0,2.0,5,65.576,0.017551086063111218,1.6
18681.465,2,3,9,2,6,8,3.9,3.0,327.88,24.8214249786604,375,2.0,2.0,5,65.576,0.017551086063111218,1.6
18681.465,2,3,9,2,6,6,3.9,3.0,327.88,24.8214249786604,376,2.0,2.0,5,65.576,0.017551086063111218,1.2
72330.98,0,3,11,1,2,6,4.62,1.0,596.78,31.37979415843871,393,2.0,2.0,3,198.92666666666665,0.008250683178908954,2.0
72330.98,0,3,11,1,1,6,0.0,1.0,596.78,31.37979415843871,394,2.0,2.0,3,198.92666666666665,0.008250683178908954,2.0
72330.98,0,3,11,1,1,6,4.62,1.0,596.78,31.37979415843871,396,2.0,2.0,3,198.92666666666665,0.008250683178908954,2.0
72330.98,0,3,11,1,1,6,4.62,1.0,596.78,31.37979415843871,399,2.0,2.0,3,198.92666666666665,0.008250683178908954,2.0
34106.78,8,5,17,0,8,10,10.06,0.0,996.54,0.0,387,1.0,1.0,13,76.65692307692308,0.029218237546904165,0.7692307692307693
34106.78,8,5,17,0,8,10,7.0600000000000005,0.0,996.54,0.0,388,1.0,1.0,13,76.65692307692308,0.029218237546904165,0.7692307692307693
34106.78,8,5,17,0,8,10,10.06,0.0,996.54,0.0,390,2.0,1.0,13,76.65692307692308,0.029218237546904165,0.7692307692307693
17001.34,6,5,5,1,11,20,5.62,0.0,1093.87,10.535555607461252,0,1.0,1.0,11,99.44272727272727,0.06434022259421904,1.8181818181818181
17001.34,6,5,5,1,10,0,5.62,0.0,1093.87,10.535555607461252,207,1.0,1.0,11,99.44272727272727,0.06434022259421904,0.0
17001.34,6,5,5,1,11,20,5.62,0.0,1093.87,10.535555607461252,208,1.0,1.0,11,99.44272727272727,0.06434022259421904,1.8181818181818181
17001.34,6,5,5,1,10,18,12.62,0.0,1093.87,10.535555607461252,209,0.0,1.0,11,99.44272727272727,0.06434022259421904,1.6363636363636365
17001.34,6,5,5,1,10,21,5.62,2.0,1093.87,10.535555607461252,212,1.0,1.0,11,99.44272727272727,0.06434022259421904,1.9090909090909092
17001.34,6,5,5,1,5,20,5.62,2.0,1093.87,10.535555607461252,213,1.0,1.0,11,99.44272727272727,0.06434022259421904,1.8181818181818181
17787.34,8,4,16,2,0,15,5.65,0.0,730.9,20.06363388435491,357,1.0,1.0,12,60.90833333333333,0.041091023165914634,1.25
17787.34,8,4,16,2,5,16,5.65,0.0,730.9,20.06363388435491,0,1.0,1.0,12,60.90833333333333,0.041091023165914634,1.3333333333333333
17787.34,8,4,16,2,7,16,5.65,0.0,730.9,20.06363388435491,362,1.0,1.0,12,60.90833333333333,0.041091023165914634,1.3333333333333333
17787.34,8,4,16,2,5,15,5.65,0.0,730.9,20.06363388435491,364,1.0,1.0,12,60.90833333333333,0.041091023165914634,1.25
103353.06,3,3,6,1,4,7,3.11,2.0,1374.56,64.00168567310892,309,1.0,2.0,6,229.09333333333333,0.013299654601421573,1.1666666666666667
103353.06,3,3,6,1,4,9,3.11,2.0,1374.56,64.00168567310892,310,2.0,2.0,6,229.09333333333333,0.013299654601421573,1.5
103353.06,3,3,6,1,4,12,3.11,2.0,1374.56,64.00168567310892,314,2.0,2.0,6,229.09333333333333,0.013299654601421573,2.0
31021.24,7,7,11,4,16,21,18.21,4.0,852.81,90.7591784649516,394,1.0,1.0,14,60.915,0.02749116411852008,1.5
31021.24,7,7,11,4,21,20,11.21,7.0,852.81,90.7591784649516,396,1.0,1.0,14,60.915,0.02749116411852008,1.4285714285714286
31021.24,7,7,11,4,17,0,9.21,7.0,852.81,90.7591784649516,397,1.0,1.0,14,60.915,0.02749116411852008,0.0
31021.24,7,7,11,4,16,20,5.210000000000001,7.0,852.81,90.7591784649516,398,1.0,1.0,14,60.915,0.02749116411852008,1.4285714285714286
31021.24,7,7,11,4,20,20,11.21,7.0,852.81,90.7591784649516,399,1.0,1.0,14,60.915,0.02749116411852008,1.4285714285714286
31021.24,7,7,11,4,16,20,11.21,7.0,852.81,90.7591784649516,400,1.0,1.0,14,60.915,0.02749116411852008,1.4285714285714286
134978.24,8,5,15,2,12,16,9.89,3.0,668.14,145.11182338766034,315,1.0,1.0,13,51.395384615384614,0.004949983049119621,1.2307692307692308
39800.12,7,5,12,3,17,0,0.0,4.0,660.69,58.48765733950958,214,1.0,1.0,12,55.057500000000005,0.016600201205423503,0.0
39800.12,7,5,12,3,17,18,18.53,4.0,660.69,58.48765733950958,215,1.0,1.0,12,55.057500000000005,0.016600201205423503,1.5
39800.12,7,5,12,3,17,18,18.53,4.0,660.69,58.48765733950958,216,2.0,1.0,12,55.057500000000005,0.016600201205423503,1.5
39800.12,7,5,12,3,17,20,18.53,4.0,660.69,58.48765733950958,217,1.0,1.0,12,55.057500000000005,0.016600201205423503,1.6666666666666667
39800.12,7,5,12,3,17,18,18.53,4.0,660.69,58.48765733950958,218,1.0,1.0,12,55.057500000000005,0.016600201205423503,1.5
39800.12,7,5,12,3,17,20,11.53,4.0,660.69,58.48765733950958,220,1.0,1.0,12,55.057500000000005,0.016600201205423503,1.6666666666666667
15398.95,1,7,5,4,1,0,8.41,3.0,343.84,34.81396985624466,340,1.0,2.0,8,42.98,0.02232879514512353,0.0
15398.95,1,7,5,4,1,1,8.41,3.0,343.84,34.81396985624466,341,1.0,2.0,8,42.98,0.02232879514512353,0.125
15398.95,1,7,5,4,1,0,8.41,8.0,343.84,34.81396985624466,342,1.0,2.0,8,42.98,0.02232879514512353,0.0
15398.95,1,7,5,4,1,0,8.41,8.0,343.84,34.81396985624466,344,1.0,2.0,8,42.98,0.02232879514512353,0.0
